Group,Path,Label,Height
train,../Data/TRC/0/56_2.50.npy,False,208
train,../Data/Qazvin/2/25_2.00.npy,True,211
train,../Data/Kerman/0/bahonar/26_5.00.npy,False,199
train,../Data/Kerman/0/bahonar/104_5.00.npy,False,69
train,../Data/Qazvin/2/226_5.00.npy,True,65
train,../Data/Kerman/2/abn/253_3.00.npy,True,203
val,../Data/Kerman/0/afzali/51_3.00.npy,False,61
test,../Data/TRC/0/17_5.00.npy,False,106
train,../Data/Rasoul/1/new_data_pcr+/115_7.00.npy,True,141
train,../Data/Rasoul/1/clinical/487_2.00.npy,True,144
train,../Data/Baghiat/1/++/85_5.00.npy,True,92
test,../Data/TRC/0/355_5.00.npy,False,39
val,../Data/Rasoul/1/clinical/121_7.50.npy,True,39
train,../Data/Rasoul/1/new_data_pcr+/28_2.00.npy,True,59
train,../Data/Qazvin/2/59_5.00.npy,True,63
train,../Data/TRC/0/292_5.00.npy,False,189
val,../Data/Qazvin/2/205_5.00.npy,True,62
test,../Data/TRC/0/260_5.00.npy,False,68
train,../Data/Kerman/2/abn/261_3.00.npy,True,52
test,../Data/Qazvin/2/108_5.00.npy,True,68
train,../Data/Rasoul/1/clinical/5_7.50.npy,True,112
train,../Data/Rasoul/1/clinical/226_2.00.npy,True,47
train,../Data/TRC/0/304_2.50.npy,False,268
train,../Data/TRC/0/122_5.00.npy,False,131
train,../Data/Baghiat/1/++/87_1.25.npy,True,59
train,../Data/Rasoul/1/clinical/575_2.00.npy,True,136
train,../Data/TRC/0/267_2.50.npy,False,249
train,../Data/Rasoul/1/clinical/238_2.00.npy,True,116
train,../Data/Rasoul/1/clinical/549_2.00.npy,True,117
train,../Data/Baghiat/1/++/135_2.50.npy,True,109
train,../Data/Kerman/2/abn/110_3.00.npy,True,199
train,../Data/Rasoul/1/clinical/296_2.00.npy,True,139
val,../Data/Kerman/2/abn/267_3.00.npy,True,53
train,../Data/Rasoul/1/clinical/492_3.00.npy,True,158
train,../Data/Kerman/2/abn/174_3.00.npy,True,216
test,../Data/Rasoul/1/clinical/447_2.00.npy,True,131
train,../Data/Qazvin/2/263_5.00.npy,True,207
train,../Data/TRC/0/340_5.00.npy,False,24
train,../Data/TRC/0/316_5.00.npy,False,288
train,../Data/Baghiat/1/++/9_1.25.npy,True,132
train,../Data/Baghiat/1/++/89_2.50.npy,True,42
train,../Data/Rasoul/1/clinical/126_2.00.npy,True,52
train,../Data/Baghiat/1/++/96_5.00.npy,True,145
train,../Data/Qazvin/2/47_5.00.npy,True,215
train,../Data/Kerman/2/abn/49_3.00.npy,True,199
train,../Data/TRC/0/130_1.25.npy,False,59
train,../Data/Kerman/0/afzali/43_3.00.npy,False,169
train,../Data/TRC/0/49_5.00.npy,False,241
train,../Data/Rasoul/1/clinical/580_2.00.npy,True,38
train,../Data/Qazvin/2/287_5.00.npy,True,206
train,../Data/TRC/0/235_5.00.npy,False,195
train,../Data/Rasoul/1/clinical/143_7.50.npy,True,36
test,../Data/Kerman/2/abn/269_3.00.npy,True,194
val,../Data/Kerman/2/abn/271_3.00.npy,True,49
train,../Data/Baghiat/1/++/23_2.50.npy,True,98
val,../Data/Rasoul/1/new_data_pcr+/98_2.00.npy,True,85
test,../Data/Qazvin/2/54_5.00.npy,True,213
train,../Data/TRC/0/272_2.50.npy,False,188
train,../Data/Kerman/0/afzali/73_1.00.npy,False,58
train,../Data/Rasoul/1/clinical/410_2.00.npy,True,38
train,../Data/Kerman/0/afzali/75_3.00.npy,False,164
train,../Data/Rasoul/1/clinical/184_7.50.npy,True,119
train,../Data/Qazvin/2/132_5.00.npy,True,66
train,../Data/TRC/0/367_5.00.npy,False,38
train,../Data/Kerman/2/abn/0_2.00.npy,True,193
train,../Data/Rasoul/1/clinical/360_2.00.npy,True,87
test,../Data/TRC/0/231_5.00.npy,False,52
train,../Data/TRC/0/345_2.50.npy,False,115
train,../Data/Rasoul/1/clinical/259_7.00.npy,True,42
train,../Data/Qazvin/2/88_5.00.npy,True,217
test,../Data/Rasoul/1/clinical/161_2.00.npy,True,35
train,../Data/Kerman/2/abn/199_3.00.npy,True,207
val,../Data/Rasoul/1/clinical/322_7.50.npy,True,151
train,../Data/Qazvin/2/179_5.00.npy,True,46
train,../Data/Rasoul/1/clinical/178_7.50.npy,True,148
test,../Data/Baghiat/1/++/45_2.50.npy,True,137
train,../Data/TRC/0/268_5.00.npy,False,233
train,../Data/Kerman/0/bahonar/20_1.50.npy,False,241
train,../Data/Qazvin/2/257_5.00.npy,True,80
train,../Data/Kerman/2/abn/145_3.00.npy,True,219
train,../Data/Baghiat/1/++/22_5.00.npy,True,146
val,../Data/Rasoul/1/clinical/149_7.50.npy,True,14
train,../Data/Rasoul/1/clinical/164_7.50.npy,True,130
train,../Data/Rasoul/1/clinical/404_2.00.npy,True,93
train,../Data/TRC/0/311_5.00.npy,False,222
train,../Data/Kerman/2/abn/146_3.00.npy,True,63
train,../Data/Rasoul/1/clinical/320_2.00.npy,True,121
train,../Data/Kerman/2/abn/252_3.00.npy,True,188
train,../Data/Kerman/0/afzali/55_3.00.npy,False,55
test,../Data/Qazvin/2/235_5.00.npy,True,47
train,../Data/Kerman/0/afzali/99_3.00.npy,False,63
train,../Data/Kerman/2/abn/11_3.00.npy,True,212
test,../Data/Kerman/0/afzali/22_3.00.npy,False,181
test,../Data/Kerman/2/abn/107_3.00.npy,True,77
train,../Data/Kerman/0/afzali/37_3.00.npy,False,262
train,../Data/Kerman/0/bahonar/49_1.50.npy,False,47
test,../Data/Qazvin/2/182_5.00.npy,True,56
train,../Data/Rasoul/1/clinical/170_7.50.npy,True,40
train,../Data/Baghiat/1/++/18_1.25.npy,True,40
train,../Data/Rasoul/1/clinical/483_2.00.npy,True,114
train,../Data/Rasoul/1/clinical/282_7.50.npy,True,163
train,../Data/Rasoul/1/new_data_pcr+/100_7.50.npy,True,134
train,../Data/Rasoul/1/clinical/10_7.50.npy,True,237
test,../Data/TRC/0/186_5.00.npy,False,288
train,../Data/Qazvin/2/66_5.00.npy,True,196
val,../Data/TRC/0/217_5.00.npy,False,131
val,../Data/Kerman/0/afzali/2_3.00.npy,False,100
val,../Data/Kerman/0/bahonar/92_1.50.npy,False,121
test,../Data/Qazvin/2/2_5.00.npy,True,212
train,../Data/Rasoul/1/clinical/256_7.00.npy,True,94
test,../Data/Qazvin/2/34_5.00.npy,True,25
train,../Data/Kerman/2/abn/222_3.00.npy,True,46
train,../Data/Baghiat/1/++/67_2.50.npy,True,136
train,../Data/Rasoul/1/clinical/452_2.00.npy,True,39
test,../Data/Kerman/2/abn/262_3.00.npy,True,246
train,../Data/TRC/0/293_5.00.npy,False,62
test,../Data/Rasoul/1/new_data_pcr+/8_7.50.npy,True,36
train,../Data/Qazvin/2/38_5.00.npy,True,70
train,../Data/TRC/0/180_5.00.npy,False,127
train,../Data/Kerman/0/afzali/62_3.00.npy,False,111
train,../Data/Kerman/0/bahonar/63_5.00.npy,False,145
val,../Data/Baghiat/1/++/120_2.50.npy,True,89
train,../Data/TRC/0/83_2.50.npy,False,131
test,../Data/Kerman/2/abn/163_3.00.npy,True,146
test,../Data/Kerman/2/abn/194_3.00.npy,True,58
test,../Data/Rasoul/1/clinical/593_2.00.npy,True,35
test,../Data/Qazvin/2/112_5.00.npy,True,199
test,../Data/TRC/0/398_5.00.npy,False,203
test,../Data/Rasoul/1/clinical/439_2.00.npy,True,71
train,../Data/Rasoul/1/clinical/347_7.00.npy,True,32
test,../Data/Kerman/2/abn/109_3.00.npy,True,62
train,../Data/Qazvin/2/195_5.00.npy,True,228
train,../Data/Rasoul/1/new_data_pcr+/78_7.50.npy,True,32
train,../Data/Rasoul/1/new_data_pcr+/138_2.00.npy,True,164
train,../Data/Rasoul/1/clinical/207_2.00.npy,True,39
train,../Data/Qazvin/2/208_5.00.npy,True,25
train,../Data/Kerman/2/abn/212_3.00.npy,True,63
train,../Data/Kerman/2/abn/95_3.00.npy,True,53
train,../Data/Kerman/0/afzali/82_2.00.npy,False,57
test,../Data/TRC/0/192_5.00.npy,False,47
train,../Data/Baghiat/1/++/98_2.50.npy,True,44
train,../Data/Rasoul/1/clinical/300_2.00.npy,True,113
train,../Data/Rasoul/1/clinical/429_2.00.npy,True,110
train,../Data/Rasoul/1/new_data_pcr+/36_7.00.npy,True,152
train,../Data/Rasoul/1/clinical/270_2.00.npy,True,34
train,../Data/Rasoul/1/clinical/414_2.00.npy,True,133
test,../Data/Rasoul/1/clinical/92_3.00.npy,True,176
train,../Data/Qazvin/2/107_5.00.npy,True,229
test,../Data/Qazvin/2/269_5.00.npy,True,193
train,../Data/TRC/0/407_0.62.npy,False,164
train,../Data/TRC/0/124_5.00.npy,False,233
test,../Data/Kerman/0/afzali/28_3.00.npy,False,64
train,../Data/Qazvin/2/125_5.00.npy,True,52
train,../Data/Baghiat/1/++/56_1.25.npy,True,127
train,../Data/Rasoul/1/clinical/195_7.50.npy,True,81
train,../Data/Rasoul/1/clinical/589_2.00.npy,True,41
train,../Data/TRC/0/393_5.00.npy,False,230
train,../Data/Qazvin/2/147_5.00.npy,True,213
val,../Data/Qazvin/2/286_5.00.npy,True,199
val,../Data/Kerman/2/abn/244_3.00.npy,True,203
train,../Data/Kerman/0/afzali/3_3.00.npy,False,250
train,../Data/Kerman/2/abn/33_3.00.npy,True,223
train,../Data/TRC/0/185_2.50.npy,False,249
train,../Data/Kerman/0/afzali/33_3.00.npy,False,249
val,../Data/Kerman/2/abn/176_3.00.npy,True,228
train,../Data/TRC/0/73_1.25.npy,False,45
train,../Data/Kerman/2/abn/149_3.00.npy,True,65
train,../Data/Rasoul/1/new_data_pcr+/71_7.50.npy,True,129
train,../Data/Rasoul/1/clinical/380_2.00.npy,True,103
train,../Data/Kerman/2/abn/94_3.00.npy,True,195
train,../Data/Rasoul/1/clinical/576_2.00.npy,True,118
train,../Data/Rasoul/1/clinical/313_7.00.npy,True,117
train,../Data/Qazvin/2/9_5.00.npy,True,52
train,../Data/Qazvin/2/253_5.00.npy,True,40
train,../Data/Rasoul/1/clinical/507_2.00.npy,True,73
test,../Data/TRC/0/319_5.00.npy,False,74
train,../Data/TRC/0/146_5.00.npy,False,219
train,../Data/Qazvin/2/27_5.00.npy,True,61
test,../Data/Rasoul/1/new_data_pcr+/145_7.50.npy,True,55
train,../Data/Rasoul/1/new_data_pcr+/27_2.00.npy,True,116
train,../Data/Rasoul/1/clinical/488_2.00.npy,True,141
train,../Data/TRC/0/394_5.00.npy,False,57
train,../Data/Kerman/2/abn/115_3.00.npy,True,71
test,../Data/TRC/0/347_2.50.npy,False,60
train,../Data/Kerman/0/bahonar/103_5.00.npy,False,242
train,../Data/Qazvin/2/162_5.00.npy,True,55
train,../Data/Rasoul/1/clinical/394_2.00.npy,True,43
train,../Data/Kerman/2/abn/76_3.00.npy,True,57
train,../Data/TRC/0/27_5.00.npy,False,333
train,../Data/Qazvin/2/161_5.00.npy,True,53
val,../Data/Rasoul/1/clinical/520_4.00.npy,True,33
val,../Data/Rasoul/1/new_data_pcr+/91_7.50.npy,True,144
train,../Data/Kerman/0/bahonar/96_5.00.npy,False,47
train,../Data/Rasoul/1/clinical/573_3.00.npy,True,39
test,../Data/TRC/0/145_2.50.npy,False,25
train,../Data/Kerman/2/abn/48_3.00.npy,True,63
train,../Data/Qazvin/2/143_5.00.npy,True,193
train,../Data/Kerman/2/abn/192_3.00.npy,True,63
train,../Data/TRC/0/298_5.00.npy,False,58
train,../Data/TRC/0/189_2.50.npy,False,68
train,../Data/Kerman/2/abn/90_3.00.npy,True,196
val,../Data/Rasoul/1/clinical/438_2.00.npy,True,102
val,../Data/Qazvin/2/202_5.00.npy,True,244
train,../Data/Kerman/2/abn/127_3.00.npy,True,59
train,../Data/Rasoul/1/new_data_pcr+/49_7.50.npy,True,114
train,../Data/Rasoul/1/clinical/482_7.00.npy,True,258
val,../Data/Rasoul/1/clinical/124_2.00.npy,True,32
train,../Data/Rasoul/1/new_data_pcr+/15_7.50.npy,True,32
train,../Data/Kerman/2/abn/50_3.00.npy,True,26
train,../Data/Rasoul/1/clinical/129_2.00.npy,True,38
test,../Data/Kerman/2/abn/53_3.00.npy,True,189
test,../Data/TRC/0/254_5.00.npy,False,268
train,../Data/Kerman/2/abn/171_3.00.npy,True,217
val,../Data/Kerman/0/bahonar/62_1.50.npy,False,235
train,../Data/Qazvin/2/118_5.00.npy,True,108
train,../Data/TRC/0/314_5.00.npy,False,66
train,../Data/TRC/0/208_2.50.npy,False,131
test,../Data/Kerman/0/afzali/97_2.00.npy,False,88
train,../Data/Qazvin/2/230_5.00.npy,True,243
val,../Data/Rasoul/1/new_data_pcr+/45_7.50.npy,True,194
test,../Data/Rasoul/1/clinical/159_7.50.npy,True,33
train,../Data/TRC/0/67_2.50.npy,False,131
test,../Data/Rasoul/1/clinical/432_2.00.npy,True,144
train,../Data/TRC/0/346_5.00.npy,False,56
train,../Data/TRC/0/155_5.00.npy,False,145
train,../Data/Kerman/0/afzali/106_2.00.npy,False,199
train,../Data/Kerman/0/bahonar/93_5.00.npy,False,25
train,../Data/Rasoul/1/clinical/547_2.00.npy,True,109
test,../Data/Kerman/2/abn/64_3.00.npy,True,177
train,../Data/Kerman/2/abn/280_3.00.npy,True,189
test,../Data/Rasoul/1/clinical/247_7.50.npy,True,158
train,../Data/Kerman/2/abn/220_1.20.npy,True,53
train,../Data/TRC/0/216_2.50.npy,False,41
test,../Data/Rasoul/1/new_data_pcr+/76_7.50.npy,True,35
test,../Data/Kerman/2/abn/245_3.00.npy,True,72
test,../Data/Rasoul/1/clinical/620_2.00.npy,True,47
train,../Data/Kerman/2/abn/104_3.00.npy,True,239
train,../Data/Kerman/2/abn/201_3.00.npy,True,65
val,../Data/Rasoul/1/clinical/201_7.50.npy,True,78
train,../Data/Kerman/0/bahonar/55_5.00.npy,False,50
train,../Data/Qazvin/2/200_5.00.npy,True,202
train,../Data/TRC/0/141_2.50.npy,False,68
train,../Data/Kerman/2/abn/216_3.00.npy,True,212
train,../Data/Kerman/2/abn/152_3.00.npy,True,219
train,../Data/Qazvin/2/194_5.00.npy,True,53
test,../Data/Rasoul/1/clinical/267_7.50.npy,True,34
test,../Data/Rasoul/1/clinical/609_7.50.npy,True,132
test,../Data/Rasoul/1/clinical/398_3.00.npy,True,49
test,../Data/Rasoul/1/clinical/112_2.00.npy,True,128
test,../Data/Kerman/0/bahonar/70_5.00.npy,False,61
train,../Data/Rasoul/1/new_data_pcr+/68_7.50.npy,True,20
train,../Data/TRC/0/344_5.00.npy,False,158
train,../Data/Qazvin/2/129_2.00.npy,True,58
test,../Data/Qazvin/2/99_5.00.npy,True,207
train,../Data/Rasoul/1/clinical/561_2.00.npy,True,33
val,../Data/Baghiat/1/++/42_2.50.npy,True,137
train,../Data/Kerman/2/abn/158_3.00.npy,True,6
test,../Data/Rasoul/1/clinical/132_2.00.npy,True,135
train,../Data/Rasoul/1/clinical/556_2.00.npy,True,71
val,../Data/Rasoul/1/clinical/590_7.50.npy,True,33
test,../Data/Rasoul/1/clinical/516_2.00.npy,True,161
train,../Data/Rasoul/1/clinical/177_2.00.npy,True,36
val,../Data/Kerman/0/afzali/13_3.00.npy,False,66
train,../Data/Baghiat/1/++/82_2.50.npy,True,37
train,../Data/Qazvin/2/75_5.00.npy,True,60
test,../Data/Rasoul/1/clinical/621_7.50.npy,True,118
train,../Data/Rasoul/1/clinical/466_2.00.npy,True,111
train,../Data/Kerman/0/afzali/40_3.00.npy,False,194
train,../Data/TRC/0/425_5.00.npy,False,66
test,../Data/Kerman/2/abn/191_3.00.npy,True,70
val,../Data/Kerman/2/abn/20_3.00.npy,True,25
train,../Data/Rasoul/1/clinical/232_2.00.npy,True,38
train,../Data/Qazvin/2/74_5.00.npy,True,180
train,../Data/Qazvin/2/178_5.00.npy,True,126
train,../Data/Kerman/0/bahonar/2_1.50.npy,False,63
train,../Data/TRC/0/274_2.50.npy,False,65
test,../Data/Kerman/2/abn/18_3.00.npy,True,74
train,../Data/Baghiat/1/++/31_1.25.npy,True,144
train,../Data/Rasoul/1/clinical/568_2.00.npy,True,127
train,../Data/Rasoul/1/clinical/379_7.00.npy,True,133
train,../Data/Qazvin/2/136_5.00.npy,True,236
test,../Data/Rasoul/1/clinical/387_2.00.npy,True,116
train,../Data/Rasoul/1/clinical/75_7.00.npy,True,30
train,../Data/Kerman/2/abn/59_3.00.npy,True,29
val,../Data/Qazvin/2/39_5.00.npy,True,164
train,../Data/Kerman/2/abn/160_3.00.npy,True,40
train,../Data/TRC/0/48_2.50.npy,False,28
train,../Data/Rasoul/1/clinical/158_7.50.npy,True,131
train,../Data/Rasoul/1/clinical/189_2.00.npy,True,126
train,../Data/TRC/0/232_2.50.npy,False,268
train,../Data/TRC/0/408_5.00.npy,False,73
test,../Data/Rasoul/1/clinical/301_7.00.npy,True,37
train,../Data/TRC/0/243_5.00.npy,False,46
train,../Data/Qazvin/2/219_5.00.npy,True,170
train,../Data/Qazvin/2/58_5.00.npy,True,161
train,../Data/Rasoul/1/clinical/9_7.50.npy,True,122
train,../Data/Rasoul/1/new_data_pcr+/82_7.50.npy,True,37
train,../Data/Kerman/2/abn/46_3.00.npy,True,54
val,../Data/Kerman/2/abn/3_3.00.npy,True,137
train,../Data/Kerman/0/bahonar/14_5.00.npy,False,70
train,../Data/TRC/0/19_5.00.npy,False,131
train,../Data/Kerman/2/abn/12_3.00.npy,True,200
train,../Data/TRC/0/154_5.00.npy,False,136
train,../Data/Kerman/2/abn/19_3.00.npy,True,193
val,../Data/Rasoul/1/clinical/176_2.00.npy,True,141
train,../Data/Qazvin/2/138_5.00.npy,True,61
train,../Data/TRC/0/409_2.50.npy,False,173
train,../Data/Kerman/0/afzali/8_3.00.npy,False,276
train,../Data/TRC/0/129_0.62.npy,False,125
train,../Data/TRC/0/106_2.50.npy,False,56
train,../Data/TRC/0/368_2.50.npy,False,136
train,../Data/TRC/0/338_5.00.npy,False,186
train,../Data/Qazvin/2/211_5.00.npy,True,56
test,../Data/Rasoul/1/clinical/515_7.00.npy,True,128
val,../Data/Rasoul/1/clinical/536_2.00.npy,True,40
test,../Data/Rasoul/1/clinical/4_7.50.npy,True,120
train,../Data/TRC/0/385_2.50.npy,False,53
test,../Data/TRC/0/93_2.50.npy,False,131
train,../Data/Baghiat/1/++/10_5.00.npy,True,48
test,../Data/Rasoul/1/new_data_pcr+/64_2.00.npy,True,157
train,../Data/Kerman/2/abn/236_3.00.npy,True,217
train,../Data/Qazvin/2/137_5.00.npy,True,161
train,../Data/Kerman/2/abn/124_3.00.npy,True,67
train,../Data/Kerman/2/abn/30_3.00.npy,True,171
train,../Data/TRC/0/239_5.00.npy,False,59
train,../Data/TRC/0/3_1.25.npy,False,173
train,../Data/Kerman/2/abn/209_3.00.npy,True,248
train,../Data/TRC/0/258_5.00.npy,False,131
train,../Data/Rasoul/1/new_data_pcr+/92_2.00.npy,True,197
val,../Data/Rasoul/1/clinical/58_2.00.npy,True,144
test,../Data/TRC/0/333_2.50.npy,False,61
train,../Data/Rasoul/1/clinical/608_2.00.npy,True,120
val,../Data/TRC/0/397_2.50.npy,False,131
test,../Data/Qazvin/2/84_2.00.npy,True,64
test,../Data/Kerman/2/abn/239_3.00.npy,True,108
train,../Data/Qazvin/2/87_5.00.npy,True,46
test,../Data/Kerman/2/abn/172_3.00.npy,True,69
train,../Data/Rasoul/1/clinical/368_2.00.npy,True,51
train,../Data/Rasoul/1/clinical/321_7.50.npy,True,146
train,../Data/Rasoul/1/clinical/198_2.00.npy,True,64
train,../Data/Qazvin/2/140_5.00.npy,True,31
test,../Data/Kerman/2/abn/249_1.20.npy,True,53
train,../Data/Kerman/2/abn/9_3.00.npy,True,61
train,../Data/TRC/0/381_2.50.npy,False,133
train,../Data/Qazvin/2/222_5.00.npy,True,51
train,../Data/Rasoul/1/clinical/46_7.00.npy,True,124
train,../Data/Rasoul/1/clinical/571_2.00.npy,True,128
train,../Data/TRC/0/104_2.50.npy,False,246
train,../Data/Rasoul/1/clinical/351_7.00.npy,True,29
val,../Data/Kerman/2/abn/28_3.00.npy,True,75
train,../Data/Baghiat/1/++/55_5.00.npy,True,37
test,../Data/Qazvin/2/232_5.00.npy,True,226
train,../Data/Rasoul/1/new_data_pcr+/119_2.00.npy,True,137
train,../Data/TRC/0/1_2.50.npy,False,33
train,../Data/Qazvin/2/214_5.00.npy,True,234
train,../Data/Qazvin/2/189_5.00.npy,True,36
test,../Data/TRC/0/419_5.00.npy,False,61
train,../Data/Rasoul/1/clinical/484_2.00.npy,True,110
train,../Data/Baghiat/1/++/26_1.25.npy,True,126
train,../Data/Kerman/2/abn/36_3.00.npy,True,58
train,../Data/TRC/0/69_5.00.npy,False,131
train,../Data/Qazvin/2/131_5.00.npy,True,217
train,../Data/TRC/0/39_5.00.npy,False,79
test,../Data/Kerman/0/afzali/79_3.00.npy,False,26
train,../Data/Kerman/0/afzali/20_3.00.npy,False,19
train,../Data/Baghiat/1/++/79_2.50.npy,True,35
test,../Data/Rasoul/1/new_data_pcr+/94_2.00.npy,True,28
train,../Data/TRC/0/199_5.00.npy,False,173
train,../Data/Kerman/0/afzali/71_3.00.npy,False,128
train,../Data/Qazvin/2/160_5.00.npy,True,64
test,../Data/TRC/0/193_2.50.npy,False,58
train,../Data/Rasoul/1/clinical/440_2.00.npy,True,110
val,../Data/Kerman/2/abn/254_3.00.npy,True,180
train,../Data/TRC/0/82_5.00.npy,False,73
train,../Data/Rasoul/1/clinical/194_7.50.npy,True,125
val,../Data/TRC/0/403_5.00.npy,False,53
train,../Data/Rasoul/1/clinical/137_7.50.npy,True,132
test,../Data/Rasoul/1/clinical/310_7.50.npy,True,117
train,../Data/TRC/0/240_2.50.npy,False,131
train,../Data/Rasoul/1/clinical/279_2.00.npy,True,130
train,../Data/Qazvin/2/250_5.00.npy,True,46
val,../Data/TRC/0/161_5.00.npy,False,112
train,../Data/Rasoul/1/clinical/477_2.00.npy,True,32
val,../Data/Rasoul/1/clinical/174_2.00.npy,True,153
train,../Data/Kerman/0/afzali/67_2.00.npy,False,53
train,../Data/TRC/0/356_5.00.npy,False,292
test,../Data/Baghiat/1/++/50_1.25.npy,True,92
train,../Data/Kerman/2/abn/187_3.00.npy,True,163
train,../Data/Rasoul/1/clinical/399_2.00.npy,True,151
train,../Data/Rasoul/1/clinical/3_7.50.npy,True,41
train,../Data/TRC/0/29_5.00.npy,False,90
train,../Data/TRC/0/269_5.00.npy,False,68
train,../Data/TRC/0/281_2.50.npy,False,131
train,../Data/Baghiat/1/++/97_1.25.npy,True,137
train,../Data/Kerman/0/bahonar/111_1.50.npy,False,188
train,../Data/Rasoul/1/clinical/444_2.00.npy,True,84
train,../Data/Rasoul/1/clinical/57_7.00.npy,True,42
train,../Data/TRC/0/205_1.25.npy,False,235
test,../Data/Qazvin/2/283_5.00.npy,True,203
train,../Data/TRC/0/144_1.25.npy,False,67
val,../Data/Kerman/2/abn/234_3.00.npy,True,111
train,../Data/Rasoul/1/clinical/622_2.00.npy,True,40
train,../Data/Kerman/0/bahonar/6_1.50.npy,False,90
val,../Data/Rasoul/1/clinical/506_2.00.npy,True,113
train,../Data/TRC/0/371_1.25.npy,False,63
train,../Data/Qazvin/2/238_5.00.npy,True,190
test,../Data/Kerman/0/afzali/80_3.00.npy,False,27
train,../Data/TRC/0/148_5.00.npy,False,55
train,../Data/Rasoul/1/new_data_pcr+/65_2.00.npy,True,134
train,../Data/TRC/0/431_2.50.npy,False,70
test,../Data/Qazvin/2/185_5.00.npy,True,53
train,../Data/Rasoul/1/clinical/358_2.00.npy,True,106
train,../Data/Kerman/2/abn/2_3.00.npy,True,185
train,../Data/Rasoul/1/clinical/212_2.00.npy,True,157
train,../Data/TRC/0/118_5.00.npy,False,209
train,../Data/TRC/0/306_2.50.npy,False,52
train,../Data/Qazvin/2/276_5.00.npy,True,75
test,../Data/Rasoul/1/clinical/11_2.00.npy,True,148
val,../Data/Rasoul/1/clinical/26_3.00.npy,True,89
train,../Data/TRC/0/358_5.00.npy,False,199
train,../Data/Kerman/0/bahonar/25_5.00.npy,False,151
train,../Data/TRC/0/237_5.00.npy,False,235
train,../Data/Kerman/2/abn/29_3.00.npy,True,33
train,../Data/Baghiat/1/++/57_2.50.npy,True,26
train,../Data/Baghiat/1/++/71_1.25.npy,True,136
train,../Data/Rasoul/1/clinical/106_2.00.npy,True,131
train,../Data/Baghiat/1/++/84_2.50.npy,True,136
train,../Data/Rasoul/1/clinical/335_7.50.npy,True,113
train,../Data/Kerman/0/bahonar/106_5.00.npy,False,199
train,../Data/TRC/0/256_5.00.npy,False,122
train,../Data/TRC/0/220_5.00.npy,False,131
train,../Data/Qazvin/2/48_5.00.npy,True,224
train,../Data/Qazvin/2/176_5.00.npy,True,62
test,../Data/Kerman/2/abn/27_3.00.npy,True,244
train,../Data/Qazvin/2/113_5.00.npy,True,70
train,../Data/Kerman/2/abn/170_3.00.npy,True,69
test,../Data/Rasoul/1/new_data_pcr+/134_7.50.npy,True,102
test,../Data/Rasoul/1/clinical/541_2.00.npy,True,55
train,../Data/Rasoul/1/new_data_pcr+/96_7.50.npy,True,40
train,../Data/Qazvin/2/247_5.00.npy,True,445
train,../Data/Rasoul/1/clinical/479_2.00.npy,True,96
train,../Data/Rasoul/1/clinical/612_2.00.npy,True,32
val,../Data/TRC/0/253_2.50.npy,False,211
test,../Data/Rasoul/1/clinical/6_2.00.npy,True,128
train,../Data/Kerman/0/afzali/108_3.00.npy,False,131
val,../Data/Qazvin/2/172_5.00.npy,True,63
train,../Data/Rasoul/1/clinical/169_2.00.npy,True,34
train,../Data/Rasoul/1/clinical/72_2.00.npy,True,136
